timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1728045990513,830,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-40,,true,,5664,571,2,6,null,0,102,665
1728045990614,830,enter the store,200,,Scenario 2 2-40,text,true,,5664,571,2,6,https://petstore.octoperf.com/actions/Catalog.action,829,0,665
1728045989931,1321,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-61,,true,,5664,571,4,6,null,0,196,1151
1728045990119,1321,enter the store,200,,Scenario1 1-61,text,true,,5664,571,4,6,https://petstore.octoperf.com/actions/Catalog.action,1320,0,1151
1728045990422,936,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-60,,true,,5664,571,4,6,null,0,89,764
1728045990504,936,enter the store,200,,Scenario1 1-60,text,true,,5664,571,4,6,https://petstore.octoperf.com/actions/Catalog.action,935,0,764
1728045990915,631,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-59,,true,,5664,571,4,6,null,0,8,477
1728045990921,631,enter the store,200,,Scenario1 1-59,text,true,,5664,571,4,6,https://petstore.octoperf.com/actions/Catalog.action,630,0,477
1728045991263,616,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-39,,true,,5664,571,2,7,null,0,32,464
1728045991295,616,enter the store,200,,Scenario 2 2-39,text,true,,5664,571,2,7,https://petstore.octoperf.com/actions/Catalog.action,615,0,464
1728045991406,625,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-58,,true,,5664,571,5,8,null,0,100,470
1728045991505,625,enter the store,200,,Scenario1 1-58,text,true,,5664,571,5,8,https://petstore.octoperf.com/actions/Catalog.action,624,0,470
1728045991898,637,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-57,,true,,5664,571,6,9,null,0,52,478
1728045991949,637,enter the store,200,,Scenario1 1-57,text,true,,5664,571,6,9,https://petstore.octoperf.com/actions/Catalog.action,636,0,478
1728045992013,629,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-38,,true,,5664,571,3,9,null,0,79,475
1728045992091,629,enter the store,200,,Scenario 2 2-38,text,true,,5664,571,3,9,https://petstore.octoperf.com/actions/Catalog.action,628,0,475
1728045992388,645,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-56,,true,,5664,571,7,11,null,0,71,487
1728045992459,645,enter the store,200,,Scenario1 1-56,text,true,,5664,571,7,11,https://petstore.octoperf.com/actions/Catalog.action,644,0,487
1728045992763,589,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-37,,true,,5664,571,4,11,null,0,7,441
1728045992769,589,enter the store,200,,Scenario 2 2-37,text,true,,5664,571,4,11,https://petstore.octoperf.com/actions/Catalog.action,588,0,441
1728045992881,666,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-55,,true,,5664,571,8,13,null,0,17,499
1728045992898,666,enter the store,200,,Scenario1 1-55,text,true,,5664,571,8,13,https://petstore.octoperf.com/actions/Catalog.action,665,0,499
1728045993372,686,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-54,,true,,5664,571,9,14,null,0,56,517
1728045993427,686,enter the store,200,,Scenario1 1-54,text,true,,5664,571,9,14,https://petstore.octoperf.com/actions/Catalog.action,685,0,517
1728045993512,701,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-36,,true,,5664,571,6,15,null,0,98,529
1728045993610,701,enter the store,200,,Scenario 2 2-36,text,true,,5664,571,6,15,https://petstore.octoperf.com/actions/Catalog.action,700,0,529
1728045993866,614,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-53,,true,,5664,571,10,16,null,0,91,464
1728045993956,614,enter the store,200,,Scenario1 1-53,text,true,,5664,571,10,16,https://petstore.octoperf.com/actions/Catalog.action,613,0,464
1728045994272,633,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-35,,true,,5664,571,6,17,null,0,21,476
1728045994292,633,enter the store,200,,Scenario 2 2-35,text,true,,5664,571,6,17,https://petstore.octoperf.com/actions/Catalog.action,633,0,476
1728045994356,619,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-52,,true,,5664,571,11,18,null,0,63,467
1728045994418,619,enter the store,200,,Scenario1 1-52,text,true,,5664,571,11,18,https://petstore.octoperf.com/actions/Catalog.action,619,0,467
1728045995012,642,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-34,,true,,5664,571,7,19,null,0,24,482
1728045995035,642,enter the store,200,,Scenario 2 2-34,text,true,,5664,571,7,19,https://petstore.octoperf.com/actions/Catalog.action,641,0,482
1728045994848,780,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-51,,true,,5664,571,12,19,null,0,62,604
1728045994909,780,enter the store,200,,Scenario1 1-51,text,true,,5664,571,12,19,https://petstore.octoperf.com/actions/Catalog.action,779,0,604
1728045995340,667,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-50,,true,,5664,571,13,21,null,0,4,506
1728045995343,667,enter the store,200,,Scenario1 1-50,text,true,,5664,571,13,21,https://petstore.octoperf.com/actions/Catalog.action,667,0,506
1728045995763,620,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-33,,true,,5664,571,8,22,null,0,47,465
1728045995809,620,enter the store,200,,Scenario 2 2-33,text,true,,5664,571,8,22,https://petstore.octoperf.com/actions/Catalog.action,620,0,465
1728045995832,612,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-49,,true,,5664,571,14,22,null,0,41,460
1728045995872,612,enter the store,200,,Scenario1 1-49,text,true,,5664,571,14,22,https://petstore.octoperf.com/actions/Catalog.action,612,0,460
1728045996324,702,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-48,,true,,5664,571,15,24,null,0,4,530
1728045996327,702,enter the store,200,,Scenario1 1-48,text,true,,5664,571,15,24,https://petstore.octoperf.com/actions/Catalog.action,702,0,530
1728045996513,664,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-32,,true,,5664,571,9,24,null,0,27,496
1728045996539,664,enter the store,200,,Scenario 2 2-32,text,true,,5664,571,9,24,https://petstore.octoperf.com/actions/Catalog.action,664,0,496
1728045996816,676,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-47,,true,,5664,571,16,26,null,0,13,508
1728045996829,676,enter the store,200,,Scenario1 1-47,text,true,,5664,571,16,26,https://petstore.octoperf.com/actions/Catalog.action,675,0,508
1728045997262,727,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-31,,true,,5664,571,11,28,null,0,34,546
1728045997296,727,enter the store,200,,Scenario 2 2-31,text,true,,5664,571,11,28,https://petstore.octoperf.com/actions/Catalog.action,726,0,546
1728045997307,771,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-46,,true,,5664,571,17,28,null,0,94,546
1728045997400,771,enter the store,200,,Scenario1 1-46,text,true,,5664,571,17,28,https://petstore.octoperf.com/actions/Catalog.action,771,0,546
1728045997799,660,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-45,,true,,5664,571,18,29,null,0,24,505
1728045997822,660,enter the store,200,,Scenario1 1-45,text,true,,5664,571,18,29,https://petstore.octoperf.com/actions/Catalog.action,659,0,505
1728045998012,686,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-30,,true,,5664,571,11,29,null,0,5,511
1728045998017,686,enter the store,200,,Scenario 2 2-30,text,true,,5664,571,11,29,https://petstore.octoperf.com/actions/Catalog.action,686,0,511
1728045998291,669,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-44,,true,,5664,571,19,31,null,0,38,511
1728045998328,669,enter the store,200,,Scenario1 1-44,text,true,,5664,571,19,31,https://petstore.octoperf.com/actions/Catalog.action,669,0,511
1728045998783,644,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-43,,true,,5664,571,20,32,null,0,59,494
1728045998842,644,enter the store,200,,Scenario1 1-43,text,true,,5664,571,20,32,https://petstore.octoperf.com/actions/Catalog.action,643,0,494
1728045998763,863,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-29,,true,,5664,571,13,33,null,0,19,682
1728045998781,863,enter the store,200,,Scenario 2 2-29,text,true,,5664,571,13,33,https://petstore.octoperf.com/actions/Catalog.action,862,0,682
1728045999274,1921,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-42,,true,,5664,571,24,39,null,0,58,494
1728045999331,1921,enter the store,200,,Scenario1 1-42,text,true,,5664,571,24,39,https://petstore.octoperf.com/actions/Catalog.action,1769,0,494
1728045999512,1743,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-28,,true,,5664,571,15,39,null,0,33,1573
1728045999544,1743,enter the store,200,,Scenario 2 2-28,text,true,,5664,571,15,39,https://petstore.octoperf.com/actions/Catalog.action,1743,0,1573
1728046000257,1085,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-40,,true,,5664,571,24,39,null,0,77,925
1728046000334,1085,enter the store,200,,Scenario1 1-40,text,true,,5664,571,24,39,https://petstore.octoperf.com/actions/Catalog.action,1084,0,925
1728046000262,1104,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-27,,true,,5664,571,15,39,null,0,81,941
1728046000342,1104,enter the store,200,,Scenario 2 2-27,text,true,,5664,571,15,39,https://petstore.octoperf.com/actions/Catalog.action,1104,0,941
1728046000749,803,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-39,,true,,5664,571,24,39,null,0,65,638
1728046000813,803,enter the store,200,,Scenario1 1-39,text,true,,5664,571,24,39,https://petstore.octoperf.com/actions/Catalog.action,803,0,638
1728046001012,730,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-26,,true,,5664,571,16,41,null,0,51,553
1728046001063,730,enter the store,200,,Scenario 2 2-26,text,true,,5664,571,16,41,https://petstore.octoperf.com/actions/Catalog.action,729,0,553
1728046001242,656,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-38,,true,,5664,571,25,41,null,0,21,494
1728046001263,656,enter the store,200,,Scenario1 1-38,text,true,,5664,571,25,41,https://petstore.octoperf.com/actions/Catalog.action,655,0,494
1728045999766,2149,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-41,,true,,5664,571,25,41,null,0,87,1809
1728045999852,2149,enter the store,200,,Scenario1 1-41,text,true,,5664,571,25,41,https://petstore.octoperf.com/actions/Catalog.action,1982,0,1809
1728046001734,613,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-37,,true,,5664,571,26,42,null,0,18,461
1728046001752,613,enter the store,200,,Scenario1 1-37,text,true,,5664,571,26,42,https://petstore.octoperf.com/actions/Catalog.action,612,0,461
1728046001762,662,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-25,,true,,5664,571,16,42,null,0,17,495
1728046001779,662,enter the store,200,,Scenario 2 2-25,text,true,,5664,571,16,42,https://petstore.octoperf.com/actions/Catalog.action,661,0,495
1728046002225,756,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-36,,true,,5664,571,27,44,null,0,79,569
1728046002303,756,enter the store,200,,Scenario1 1-36,text,true,,5664,571,27,44,https://petstore.octoperf.com/actions/Catalog.action,756,0,569
1728046002513,673,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-24,,true,,5664,571,17,45,null,0,28,506
1728046002540,673,enter the store,200,,Scenario 2 2-24,text,true,,5664,571,17,45,https://petstore.octoperf.com/actions/Catalog.action,673,0,506
1728046002716,692,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-35,,true,,5664,571,28,46,null,0,49,517
1728046002764,692,enter the store,200,,Scenario1 1-35,text,true,,5664,571,28,46,https://petstore.octoperf.com/actions/Catalog.action,692,0,517
1728046003208,603,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-34,,true,,5664,571,29,47,null,0,14,452
1728046003221,603,enter the store,200,,Scenario1 1-34,text,true,,5664,571,29,47,https://petstore.octoperf.com/actions/Catalog.action,601,0,452
1728046003262,621,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-23,,true,,5664,571,18,47,null,0,57,466
1728046003318,621,enter the store,200,,Scenario 2 2-23,text,true,,5664,571,18,47,https://petstore.octoperf.com/actions/Catalog.action,620,0,466
1728046003700,671,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-33,,true,,5664,571,30,49,null,0,58,467
1728046003758,671,enter the store,200,,Scenario1 1-33,text,true,,5664,571,30,49,https://petstore.octoperf.com/actions/Catalog.action,670,0,467
1728046004013,642,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-22,,true,,5664,571,19,50,null,0,53,454
1728046004065,642,enter the store,200,,Scenario 2 2-22,text,true,,5664,571,19,50,https://petstore.octoperf.com/actions/Catalog.action,642,0,454
1728046004192,714,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-32,,true,,5664,571,31,51,null,0,81,556
1728046004273,714,enter the store,200,,Scenario1 1-32,text,true,,5664,571,31,51,https://petstore.octoperf.com/actions/Catalog.action,713,0,556
1728046004683,658,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-31,,true,,5664,571,32,52,null,0,44,496
1728046004726,658,enter the store,200,,Scenario1 1-31,text,true,,5664,571,32,52,https://petstore.octoperf.com/actions/Catalog.action,658,0,496
1728046004763,618,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-21,,true,,5664,571,20,52,null,0,79,463
1728046004841,618,enter the store,200,,Scenario 2 2-21,text,true,,5664,571,20,52,https://petstore.octoperf.com/actions/Catalog.action,618,0,463
1728046005176,637,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-30,,true,,5664,571,33,54,null,0,60,475
1728046005235,637,enter the store,200,,Scenario1 1-30,text,true,,5664,571,33,54,https://petstore.octoperf.com/actions/Catalog.action,637,0,475
1728046005512,606,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-20,,true,,5664,571,21,55,null,0,58,456
1728046005570,606,enter the store,200,,Scenario 2 2-20,text,true,,5664,571,21,55,https://petstore.octoperf.com/actions/Catalog.action,605,0,456
1728046005667,687,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-29,,true,,5664,571,34,56,null,0,19,517
1728046005685,687,enter the store,200,,Scenario1 1-29,text,true,,5664,571,34,56,https://petstore.octoperf.com/actions/Catalog.action,687,0,517
1728046006160,594,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-28,,true,,5664,571,35,57,null,0,56,446
1728046006215,594,enter the store,200,,Scenario1 1-28,text,true,,5664,571,35,57,https://petstore.octoperf.com/actions/Catalog.action,594,0,446
1728046006262,644,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-19,,true,,5664,571,22,57,null,0,95,482
1728046006357,644,enter the store,200,,Scenario 2 2-19,text,true,,5664,571,22,57,https://petstore.octoperf.com/actions/Catalog.action,643,0,482
1728046006651,622,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-27,,true,,5664,571,36,59,null,0,4,469
1728046006655,622,enter the store,200,,Scenario1 1-27,text,true,,5664,571,36,59,https://petstore.octoperf.com/actions/Catalog.action,622,0,469
1728046007012,681,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-18,,true,,5664,571,23,60,null,0,37,512
1728046007048,681,enter the store,200,,Scenario 2 2-18,text,true,,5664,571,23,60,https://petstore.octoperf.com/actions/Catalog.action,681,0,512
1728046007142,603,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-26,,true,,5664,571,37,61,null,0,28,454
1728046007169,603,enter the store,200,,Scenario1 1-26,text,true,,5664,571,37,61,https://petstore.octoperf.com/actions/Catalog.action,603,0,454
1728046007634,640,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-25,,true,,5664,571,38,62,null,0,102,481
1728046007735,640,enter the store,200,,Scenario1 1-25,text,true,,5664,571,38,62,https://petstore.octoperf.com/actions/Catalog.action,640,0,481
1728046007763,627,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-17,,true,,5664,571,24,62,null,0,12,470
1728046007775,627,enter the store,200,,Scenario 2 2-17,text,true,,5664,571,24,62,https://petstore.octoperf.com/actions/Catalog.action,626,0,470
1728046008127,631,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-24,,true,,5664,571,39,64,null,0,10,471
1728046008137,631,enter the store,200,,Scenario1 1-24,text,true,,5664,571,39,64,https://petstore.octoperf.com/actions/Catalog.action,628,0,471
1728046008513,686,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-16,,true,,5664,571,25,65,null,0,10,517
1728046008523,686,enter the store,200,,Scenario 2 2-16,text,true,,5664,571,25,65,https://petstore.octoperf.com/actions/Catalog.action,685,0,517
1728046008618,719,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-23,,true,,5664,571,40,66,null,0,73,542
1728046008690,719,enter the store,200,,Scenario1 1-23,text,true,,5664,571,40,66,https://petstore.octoperf.com/actions/Catalog.action,718,0,542
1728046009111,691,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-22,,true,,5664,571,41,67,null,0,7,520
1728046009118,691,enter the store,200,,Scenario1 1-22,text,true,,5664,571,41,67,https://petstore.octoperf.com/actions/Catalog.action,690,0,520
1728046009263,693,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-15,,true,,5664,571,27,68,null,0,64,523
1728046009327,693,enter the store,200,,Scenario 2 2-15,text,true,,5664,571,27,68,https://petstore.octoperf.com/actions/Catalog.action,692,0,523
1728046009602,644,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-21,,true,,5664,571,42,69,null,0,42,483
1728046009644,644,enter the store,200,,Scenario1 1-21,text,true,,5664,571,42,69,https://petstore.octoperf.com/actions/Catalog.action,643,0,483
1728046010013,647,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-14,,true,,5664,571,27,70,null,0,82,489
1728046010094,647,enter the store,200,,Scenario 2 2-14,text,true,,5664,571,27,70,https://petstore.octoperf.com/actions/Catalog.action,647,0,489
1728046010094,658,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-20,,true,,5664,571,43,71,null,0,50,495
1728046010143,658,enter the store,200,,Scenario1 1-20,text,true,,5664,571,43,71,https://petstore.octoperf.com/actions/Catalog.action,658,0,495
1728045991450,159,Click on any category``,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-60,,true,,4212,720,44,72,null,0,19489,0
1728046010933,159,Click on any category,200,,Scenario1 1-60,text,true,,4212,720,44,72,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=CDA2489E6FC07E9300CF56800FDA9949?viewCategory=&categoryId=DOGS,159,0,0
1728045991450,158,Click on any category``,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-61,,true,,3668,724,44,72,null,0,19504,0
1728046010953,158,Click on any category,200,,Scenario1 1-61,text,true,,3668,724,44,72,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=CDA2489E6FC07E9300CF56800FDA9949?viewCategory=&categoryId=REPTILES,158,0,0
1728045991448,157,Click on any category``,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-40,,true,,3928,720,28,72,null,0,19513,0
1728046010960,157,Click on any category,200,,Scenario 2 2-40,text,true,,3928,720,28,72,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=CDA2489E6FC07E9300CF56800FDA9949?viewCategory=&categoryId=FISH,157,0,0
1728045991554,157,Click on any category``,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-59,,true,,3662,720,44,72,null,0,19515,0
1728046011068,157,Click on any category,200,,Scenario1 1-59,text,true,,3662,720,44,72,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=CDA2489E6FC07E9300CF56800FDA9949?viewCategory=&categoryId=CATS,157,0,0
1728046010586,683,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-19,,true,,5664,571,44,72,null,0,9,513
1728046010594,683,enter the store,200,,Scenario1 1-19,text,true,,5664,571,44,72,https://petstore.octoperf.com/actions/Catalog.action,683,0,513
1728046010763,658,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-13,,true,,5664,571,28,72,null,0,55,492
1728046010817,658,enter the store,200,,Scenario 2 2-13,text,true,,5664,571,28,72,https://petstore.octoperf.com/actions/Catalog.action,658,0,492
1728045991912,153,Click on any category``,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-39,,true,,3928,720,29,74,null,0,19532,0
1728046011443,153,Click on any category,200,,Scenario 2 2-39,text,true,,3928,720,29,74,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=CDA2489E6FC07E9300CF56800FDA9949?viewCategory=&categoryId=FISH,153,0,0
1728046011077,628,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-18,,true,,5664,571,45,74,null,0,59,475
1728046011136,628,enter the store,200,,Scenario1 1-18,text,true,,5664,571,45,74,https://petstore.octoperf.com/actions/Catalog.action,627,0,475
1728045992131,155,Click on any category``,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-58,,true,,4212,720,45,74,null,0,19488,0
1728046011618,155,Click on any category,200,,Scenario1 1-58,text,true,,4212,720,45,74,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=CDA2489E6FC07E9300CF56800FDA9949?viewCategory=&categoryId=DOGS,155,0,0
1728046011119,755,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-40,,true,,4973,624,29,74,null,0,67,567
1728046011186,755,enter the store,200,,Scenario 2 2-40,text,true,,4973,624,29,74,https://petstore.octoperf.com/actions/Catalog.action,752,0,567
1728046011513,605,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-12,,true,,5664,571,29,75,null,0,11,454
1728046011524,605,enter the store,200,,Scenario 2 2-12,text,true,,5664,571,29,75,https://petstore.octoperf.com/actions/Catalog.action,604,0,454
1728045992588,156,Click on any category``,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-57,,true,,3668,724,46,76,null,0,19523,0
1728046012109,156,Click on any category,200,,Scenario1 1-57,text,true,,3668,724,46,76,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=CDA2489E6FC07E9300CF56800FDA9949?viewCategory=&categoryId=REPTILES,156,0,0
1728046011569,607,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-17,,true,,5664,571,46,76,null,0,102,458
1728046011670,607,enter the store,200,,Scenario1 1-17,text,true,,5664,571,46,76,https://petstore.octoperf.com/actions/Catalog.action,607,0,458
1728046011598,677,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-39,,true,,4973,624,30,76,null,0,30,510
1728046011627,677,enter the store,200,,Scenario 2 2-39,text,true,,4973,624,30,76,https://petstore.octoperf.com/actions/Catalog.action,677,0,510
1728045992722,161,Click on any category``,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-38,,true,,3662,720,30,76,null,0,19542,0
1728046012263,161,Click on any category,200,,Scenario 2 2-38,text,true,,3662,720,30,76,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=CDA2489E6FC07E9300CF56800FDA9949?viewCategory=&categoryId=CATS,161,0,0
1728046012061,608,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-16,,true,,5664,571,47,77,null,0,43,454
1728046012104,608,enter the store,200,,Scenario1 1-16,text,true,,5664,571,47,77,https://petstore.octoperf.com/actions/Catalog.action,607,0,454
1728045993105,160,Click on any category``,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-56,,true,,3928,720,47,77,null,0,19500,0
1728046012604,160,Click on any category,200,,Scenario1 1-56,text,true,,3928,720,47,77,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=CDA2489E6FC07E9300CF56800FDA9949?viewCategory=&categoryId=FISH,160,0,0
1728046012263,607,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-11,,true,,5664,571,30,77,null,0,70,457
1728046012332,607,enter the store,200,,Scenario 2 2-11,text,true,,5664,571,30,77,https://petstore.octoperf.com/actions/Catalog.action,606,0,457
1728045993359,148,Click on any category``,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-37,,true,,4212,720,31,79,null,0,19544,0
1728046012902,148,Click on any category,200,,Scenario 2 2-37,text,true,,4212,720,31,79,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=CDA2489E6FC07E9300CF56800FDA9949?viewCategory=&categoryId=DOGS,148,0,0
1728046012425,667,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-38,,true,,4973,624,31,79,null,0,28,501
1728046012453,667,enter the store,200,,Scenario 2 2-38,text,true,,4973,624,31,79,https://petstore.octoperf.com/actions/Catalog.action,667,0,501
1728045993565,167,Click on any category``,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-55,,true,,3668,724,48,79,null,0,19511,0
1728046013075,167,Click on any category,200,,Scenario1 1-55,text,true,,3668,724,48,79,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=CDA2489E6FC07E9300CF56800FDA9949?viewCategory=&categoryId=REPTILES,167,0,0
1728046012553,667,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-15,,true,,5664,571,48,79,null,0,62,502
1728046012614,667,enter the store,200,,Scenario1 1-15,text,true,,5664,571,48,79,https://petstore.octoperf.com/actions/Catalog.action,667,0,502
1728046013044,590,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-14,,true,,5664,571,49,80,null,0,4,443
1728046013048,590,enter the store,200,,Scenario1 1-14,text,true,,5664,571,49,80,https://petstore.octoperf.com/actions/Catalog.action,589,0,443
1728046013051,612,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-37,,true,,4973,624,31,80,null,0,54,459
1728046013104,612,enter the store,200,,Scenario 2 2-37,text,true,,4973,624,31,80,https://petstore.octoperf.com/actions/Catalog.action,612,0,459
1728046013013,701,Enter the store,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 2-10,,true,,5664,571,32,81,null,0,86,526
1728046013098,701,enter the store,200,,Scenario 2 2-10,text,true,,5664,571,32,81,https://petstore.octoperf.com/actions/Catalog.action,701,0,526
1728045994114,173,Click on any category``,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 1-54,,true,,3662,720,49,81,null,0,19517,0
